shipment_id,carrier,mode,origin_port,dest_port,season,distance_km,planned_transit_days,origin_congestion_idx,dest_congestion_idx,customs_complexity,num_customs_stops,weather_risk,carrier_reliability_score,shipment_value_usd,is_hazmat,num_prior_shipments_route,is_delayed,delay_days
SHP112265,Evergreen,Sea,Singapore,Tokyo,Q2,2288.5,5.7,0.775,0.309,0.839,0,0.476,0.7,261118.83,0,11,0,0.0
SHP112266,CMA_CGM,Road,Hamburg,Felixstowe,Q1,1663.1,5.2,0.225,0.766,0.679,3,0.946,0.75,24047.44,0,9,1,6.42
SHP112267,CMA_CGM,Sea,Los_Angeles,Vancouver,Q4,15707.3,31.5,0.782,0.702,0.237,0,0.953,0.75,132712.98,0,5,1,7.48
SHP112268,Evergreen,Sea,Dubai,Santos,Q3,16754.3,34.4,0.168,0.31,0.367,1,0.73,0.7,4585.74,0,5,1,4.13
SHP112269,Evergreen,Sea,Hong_Kong,Felixstowe,Q3,12519.6,23.8,0.766,0.881,0.641,1,0.669,0.7,28533.07,1,8,1,10.36
SHP112270,COSCO,Rail,Shanghai,Felixstowe,Q1,297.7,3.3,0.4,0.766,0.794,0,0.608,0.68,9474.4,0,9,0,0.0
SHP112271,MSC,Air,Busan,Le_Havre,Q4,8231.4,3.8,0.304,0.602,0.135,0,0.911,0.78,70729.59,0,14,0,0.0
SHP112272,MaerskLine,Sea,Hong_Kong,Mumbai,Q1,6095.0,14.2,0.666,0.245,0.072,1,0.71,0.85,47956.48,0,5,1,4.54
SHP112273,MSC,Sea,Antwerp,Le_Havre,Q2,3071.8,8.5,0.714,0.401,0.111,1,0.87,0.78,22417.82,0,6,0,0.0
SHP112274,Hapag_Lloyd,Road,Hong_Kong,Tokyo,Q3,1292.5,6.0,0.766,0.395,0.175,1,0.959,0.82,151430.13,0,12,1,5.02
SHP112275,COSCO,Rail,Ningbo,Felixstowe,Q3,1852.7,6.5,0.668,0.881,0.924,1,0.773,0.68,7670.74,0,8,1,31.3
SHP112276,MaerskLine,Air,Hamburg,Long_Beach,Q1,10135.3,5.1,0.225,0.876,0.213,2,0.612,0.85,78421.49,0,7,0,0.0
SHP112277,MaerskLine,Air,Shanghai,New_York,Q1,1718.3,3.8,0.4,0.116,0.21,0,0.983,0.85,50368.23,0,8,0,0.0
SHP112278,MaerskLine,Sea,Rotterdam,Long_Beach,Q3,11666.2,22.2,0.788,1.007,0.271,1,0.23,0.85,1154.35,0,9,1,28.61
SHP112279,MaerskLine,Sea,Los_Angeles,Vancouver,Q4,15997.7,31.7,0.782,0.702,0.267,0,0.975,0.85,9824.13,0,7,0,0.0
SHP112280,MSC,Sea,Hong_Kong,Mumbai,Q4,12830.1,24.7,0.9,0.331,0.483,1,0.813,0.78,64073.38,0,3,1,42.52
SHP112281,MaerskLine,Road,Antwerp,Durban,Q3,124.2,1.4,0.912,0.383,0.12,1,0.375,0.85,26352.94,1,9,0,0.0
SHP112282,ONE_Line,Road,Busan,New_York,Q1,696.2,5.2,0.225,0.116,0.321,0,0.351,0.72,17909.63,0,14,0,0.0
SHP112283,MSC,Sea,Hong_Kong,Felixstowe,Q4,14260.0,27.6,0.9,1.034,0.964,0,0.232,0.78,11868.61,0,12,1,9.71
SHP112284,COSCO,Road,Hong_Kong,Long_Beach,Q2,2201.3,5.6,0.6,0.788,0.47,1,0.312,0.68,64095.59,0,7,0,0.0
SHP112285,MSC,Sea,Shanghai,Vancouver,Q3,15565.7,29.7,0.46,0.598,0.765,2,0.651,0.78,414421.88,0,9,0,0.0
SHP112286,ONE_Line,Sea,Busan,Mumbai,Q3,18876.8,36.5,0.259,0.282,0.586,1,0.14,0.72,357955.4,0,8,0,0.0
SHP112287,ONE_Line,Air,Antwerp,Durban,Q2,7295.6,3.6,0.714,0.3,0.733,0,0.716,0.72,1100.29,0,10,0,0.0
SHP112288,MSC,Air,Hong_Kong,Long_Beach,Q2,14509.4,6.0,0.6,0.788,0.875,1,0.338,0.78,194549.1,0,11,1,12.29
SHP112289,Hapag_Lloyd,Sea,Los_Angeles,Tokyo,Q2,8992.6,19.2,0.521,0.309,0.701,4,0.984,0.82,3029.79,0,8,1,13.22
SHP112290,CMA_CGM,Road,Hamburg,Felixstowe,Q2,2979.3,7.1,0.202,0.689,0.418,1,0.489,0.75,1128.59,0,9,0,0.0
SHP112291,MSC,Sea,Antwerp,Mumbai,Q3,1180.7,6.1,0.912,0.282,0.411,4,0.906,0.78,1725.94,0,12,0,0.0
SHP112292,ONE_Line,Sea,Singapore,Mumbai,Q1,4383.9,10.0,0.861,0.245,0.733,2,0.262,0.72,51131.7,0,13,1,7.71
SHP112293,CMA_CGM,Sea,Rotterdam,New_York,Q3,4396.3,10.3,0.788,0.134,0.321,1,0.133,0.75,25759.1,0,10,1,5.27
SHP112294,MaerskLine,Air,Antwerp,Felixstowe,Q3,9275.8,5.6,0.912,0.881,0.074,0,0.138,0.85,27544.81,0,9,0,0.0
SHP112295,ONE_Line,Sea,Busan,Santos,Q4,2624.1,6.3,0.304,0.364,0.007,3,0.808,0.72,13830.58,0,5,0,0.0
SHP112296,MSC,Sea,Hong_Kong,Le_Havre,Q1,4056.4,8.5,0.666,0.446,0.363,1,0.608,0.78,63790.48,0,15,0,0.0
SHP112297,COSCO,Sea,Los_Angeles,Tokyo,Q4,9295.1,18.4,0.782,0.464,0.819,0,0.25,0.68,1555.46,0,11,0,0.0
SHP112298,COSCO,Sea,Singapore,Santos,Q1,6604.5,14.6,0.861,0.27,0.489,2,0.424,0.68,193033.82,0,4,1,23.05
SHP112299,COSCO,Air,Los_Angeles,Long_Beach,Q4,9117.4,5.5,0.782,1.183,0.425,1,0.817,0.68,14993.99,0,7,1,28.72
SHP112300,CMA_CGM,Sea,Dubai,Felixstowe,Q1,6903.0,14.2,0.146,0.766,0.149,2,0.581,0.75,8826.16,0,7,1,0.64
SHP112301,Evergreen,Sea,Busan,Felixstowe,Q1,13256.4,27.8,0.225,0.766,0.951,2,0.93,0.7,2751.49,0,7,1,20.32
SHP112302,Hapag_Lloyd,Rail,Ningbo,Tokyo,Q4,1299.2,5.8,0.784,0.464,0.1,0,0.875,0.82,31955.8,0,10,0,0.0
SHP112303,CMA_CGM,Sea,Antwerp,Le_Havre,Q3,13621.8,26.8,0.912,0.512,0.433,0,0.434,0.75,7468.48,0,9,1,12.13
SHP112304,MaerskLine,Sea,Busan,Vancouver,Q4,4566.7,11.9,0.304,0.702,0.366,0,0.887,0.85,12855.92,0,4,0,0.0
SHP112305,ONE_Line,Sea,Rotterdam,Durban,Q2,11282.6,21.6,0.617,0.3,0.078,0,0.987,0.72,1098.19,0,9,0,0.0
SHP112306,MSC,Sea,Antwerp,Felixstowe,Q3,8242.2,16.7,0.912,0.881,0.346,1,0.079,0.78,18363.95,0,11,1,3.3
SHP112307,Hapag_Lloyd,Sea,Antwerp,Felixstowe,Q3,10456.2,22.7,0.912,0.881,0.586,1,0.895,0.82,6385.54,0,7,1,15.91
SHP112308,CMA_CGM,Road,Singapore,Long_Beach,Q3,383.9,2.9,0.99,1.007,0.416,2,0.836,0.75,19719.4,0,8,0,0.0
SHP112309,COSCO,Sea,Shanghai,Long_Beach,Q4,18439.5,34.9,0.54,1.183,0.88,0,0.6,0.68,27429.75,0,4,0,0.0
SHP112310,Hapag_Lloyd,Sea,Ningbo,Santos,Q3,17152.2,35.0,0.668,0.31,0.633,2,0.018,0.82,371936.73,0,9,0,0.0
SHP112311,CMA_CGM,Rail,Hamburg,New_York,Q3,2671.1,8.3,0.259,0.134,0.976,0,0.999,0.75,1427.89,0,12,0,0.0
SHP112312,Hapag_Lloyd,Rail,Rotterdam,Sydney,Q3,2851.2,9.1,0.788,0.284,0.478,0,0.616,0.82,31019.61,0,6,0,0.0
SHP112313,COSCO,Rail,Los_Angeles,Mumbai,Q1,2731.1,7.3,0.579,0.245,0.155,0,0.714,0.68,7203.34,0,13,0,0.0
SHP112314,CMA_CGM,Sea,Singapore,Long_Beach,Q4,12653.3,26.1,1.162,1.183,0.869,1,0.776,0.75,17744.53,0,7,0,0.0
SHP112315,ONE_Line,Rail,Hong_Kong,Mumbai,Q3,660.8,2.5,0.766,0.282,0.717,0,0.227,0.72,4062.34,1,12,0,0.0
SHP112316,MSC,Road,Ningbo,Tokyo,Q2,2517.3,7.6,0.523,0.309,0.766,5,0.119,0.78,43427.93,0,6,0,0.0
SHP112317,ONE_Line,Sea,Antwerp,Durban,Q2,10804.8,21.7,0.714,0.3,0.552,0,0.962,0.72,37687.0,0,11,1,6.17
SHP112318,COSCO,Sea,Rotterdam,Santos,Q2,5146.1,11.1,0.617,0.243,0.147,0,0.332,0.68,6928.34,0,7,1,7.96
SHP112319,ONE_Line,Air,Shanghai,Long_Beach,Q3,16118.4,6.2,0.46,1.007,0.307,1,0.858,0.72,3336.66,0,5,0,0.0
SHP112320,MaerskLine,Sea,Antwerp,Durban,Q4,9925.9,21.6,1.07,0.45,0.331,1,0.22,0.85,3769.65,0,6,1,3.92
SHP112321,MaerskLine,Sea,Antwerp,Mumbai,Q4,9755.2,20.0,1.07,0.331,0.07,1,0.097,0.85,1165.72,0,6,0,0.0
SHP112322,ONE_Line,Sea,Los_Angeles,New_York,Q1,18972.9,37.4,0.579,0.116,0.096,3,0.861,0.72,245419.75,0,9,1,14.55
SHP112323,Hapag_Lloyd,Sea,Ningbo,Vancouver,Q4,14653.1,28.6,0.784,0.702,0.932,1,0.068,0.82,5599.53,0,6,0,0.0
SHP112324,CMA_CGM,Sea,Singapore,Felixstowe,Q3,16862.8,34.1,0.99,0.881,0.544,1,0.792,0.75,37751.01,0,7,1,10.72
SHP112325,Hapag_Lloyd,Sea,Shanghai,Tokyo,Q4,5840.4,13.0,0.54,0.464,0.818,3,0.716,0.82,1183.54,0,8,1,3.75
SHP112326,ONE_Line,Sea,Busan,Mumbai,Q1,1005.7,5.5,0.225,0.245,0.121,0,0.86,0.72,5672.77,0,2,0,0.0
SHP112327,COSCO,Sea,Rotterdam,Le_Havre,Q1,11548.3,23.3,0.686,0.446,0.472,2,0.494,0.68,94370.31,0,9,0,0.0
SHP112328,Evergreen,Road,Hamburg,Vancouver,Q1,1935.4,7.5,0.225,0.52,0.35,1,0.673,0.7,217292.82,0,11,0,0.0
SHP112329,COSCO,Sea,Shanghai,Sydney,Q1,12176.4,23.3,0.4,0.247,0.292,0,0.094,0.68,3664.78,0,8,0,0.0
SHP112330,ONE_Line,Sea,Ningbo,Sydney,Q3,18736.1,36.6,0.668,0.284,0.19,0,0.346,0.72,3970.57,0,7,1,6.41
SHP112331,Evergreen,Sea,Antwerp,Santos,Q4,6712.2,15.8,1.07,0.364,0.073,1,0.706,0.7,14391.25,0,8,0,0.0
SHP112332,MSC,Road,Rotterdam,Sydney,Q3,710.0,2.5,0.788,0.284,0.617,2,0.653,0.78,4764.41,0,9,0,0.0
SHP112333,MaerskLine,Road,Antwerp,Long_Beach,Q2,1251.7,4.8,0.714,0.788,0.851,1,0.815,0.85,374966.15,0,6,0,0.0
SHP112334,CMA_CGM,Rail,Los_Angeles,Long_Beach,Q3,1089.5,4.7,0.666,1.007,0.582,1,0.212,0.75,9234.71,0,6,0,0.0
SHP112335,Evergreen,Air,Hamburg,Sydney,Q1,11273.2,5.4,0.225,0.247,0.033,0,0.18,0.7,16760.76,0,5,0,0.0
SHP112336,MaerskLine,Sea,Hamburg,Le_Havre,Q1,1145.7,3.7,0.225,0.446,0.174,0,0.278,0.85,7020.71,0,6,0,0.0
SHP112337,MaerskLine,Sea,Singapore,Vancouver,Q4,12884.7,24.5,1.162,0.702,0.912,4,0.062,0.85,1844.9,0,9,1,6.6
SHP112338,Hapag_Lloyd,Sea,Rotterdam,Felixstowe,Q1,1841.1,6.0,0.686,0.766,0.342,3,0.703,0.82,7598.4,0,7,1,4.85
SHP112339,ONE_Line,Sea,Los_Angeles,Long_Beach,Q4,19299.2,37.8,0.782,1.183,0.428,1,0.326,0.72,1631.08,0,7,0,0.0
SHP112340,Evergreen,Sea,Dubai,Mumbai,Q4,12035.9,23.0,0.198,0.331,0.663,1,0.444,0.7,9281.69,0,8,0,0.0
SHP112341,Hapag_Lloyd,Sea,Ningbo,Le_Havre,Q1,2565.1,8.6,0.581,0.446,0.846,2,0.871,0.82,9974.21,0,6,1,5.42
SHP112342,MaerskLine,Road,Singapore,New_York,Q3,1427.0,4.1,0.99,0.134,0.498,1,0.597,0.85,1767.22,0,10,1,20.0
SHP112343,Evergreen,Sea,Hong_Kong,New_York,Q4,16038.1,31.5,0.9,0.157,0.483,0,0.765,0.7,1931.84,0,7,0,0.0
SHP112344,CMA_CGM,Rail,Ningbo,Le_Havre,Q4,689.3,2.4,0.784,0.602,0.013,2,0.918,0.75,202856.87,0,6,1,30.01
SHP112345,COSCO,Road,Shanghai,New_York,Q2,2718.8,8.7,0.36,0.105,0.636,0,0.672,0.68,75860.3,0,5,1,14.65
SHP112346,Evergreen,Rail,Hamburg,Mumbai,Q1,643.0,3.8,0.225,0.245,0.823,0,0.349,0.7,46968.09,0,4,0,0.0
SHP112347,ONE_Line,Road,Busan,Santos,Q1,251.0,2.2,0.225,0.27,0.739,2,0.565,0.72,25514.76,0,9,0,0.0
SHP112348,COSCO,Sea,Rotterdam,Tokyo,Q2,3739.9,8.2,0.617,0.309,0.91,3,0.009,0.68,1424.29,0,10,0,0.0
SHP112349,Hapag_Lloyd,Sea,Antwerp,Durban,Q2,5888.5,14.2,0.714,0.3,0.222,1,0.353,0.82,3240.46,0,9,0,0.0
SHP112350,CMA_CGM,Sea,Los_Angeles,Felixstowe,Q3,5500.2,13.1,0.666,0.881,0.728,1,0.728,0.75,7102.66,0,5,1,31.53
SHP112351,MSC,Air,Hong_Kong,Long_Beach,Q4,684.9,1.5,0.9,1.183,0.504,0,0.444,0.78,189378.12,0,6,0,0.0
SHP112352,Hapag_Lloyd,Sea,Rotterdam,Durban,Q2,6200.8,13.7,0.617,0.3,0.669,4,0.242,0.82,9959.54,0,6,1,2.56
SHP112353,MSC,Road,Ningbo,Sydney,Q3,1876.2,7.0,0.668,0.284,0.879,1,0.98,0.78,17014.32,1,13,0,0.0
SHP112354,Hapag_Lloyd,Rail,Los_Angeles,Mumbai,Q4,2166.5,8.2,0.782,0.331,0.967,0,0.711,0.82,37978.61,0,10,1,7.81
SHP112355,Evergreen,Air,Shanghai,Durban,Q1,19037.8,7.7,0.4,0.333,0.797,1,0.159,0.7,22632.61,0,11,0,0.0
SHP112356,ONE_Line,Road,Hong_Kong,Mumbai,Q1,681.3,5.0,0.666,0.245,0.098,1,0.166,0.72,10999.08,0,5,0,0.0
SHP112357,Evergreen,Road,Los_Angeles,Mumbai,Q4,2680.9,8.3,0.782,0.331,0.863,1,0.025,0.7,9356.87,0,11,1,10.57
SHP112358,ONE_Line,Road,Antwerp,Durban,Q4,2863.2,7.3,1.07,0.45,0.382,1,0.028,0.72,7532.8,0,12,0,0.0
SHP112359,COSCO,Rail,Los_Angeles,Long_Beach,Q3,1220.9,4.7,0.666,1.007,0.177,0,0.613,0.68,1178.39,0,3,0,0.0
SHP112360,MaerskLine,Sea,Singapore,Tokyo,Q1,3952.7,10.2,0.861,0.343,0.168,2,0.393,0.85,19872.16,0,7,0,0.0
SHP112361,Evergreen,Sea,Hamburg,Vancouver,Q2,10334.2,22.1,0.202,0.468,0.239,2,0.508,0.7,4411.64,0,4,0,0.0
SHP112362,Hapag_Lloyd,Sea,Hamburg,Le_Havre,Q1,17041.0,33.4,0.225,0.446,0.738,2,0.783,0.82,4643.13,0,10,0,0.0
SHP112363,MaerskLine,Sea,Rotterdam,Long_Beach,Q4,12891.2,25.6,0.926,1.183,0.637,0,0.747,0.85,23682.36,0,9,1,14.11
SHP112364,CMA_CGM,Sea,Dubai,New_York,Q2,6770.3,14.7,0.132,0.105,0.971,1,0.61,0.75,2882.26,0,15,0,0.0
SHP112365,MaerskLine,Sea,Busan,Long_Beach,Q3,6534.8,13.2,0.259,1.007,0.306,3,0.074,0.85,71913.25,0,8,0,0.0
SHP112366,Evergreen,Road,Busan,Tokyo,Q2,1354.4,5.4,0.202,0.309,0.811,0,0.143,0.7,8406.11,1,12,0,0.0
SHP112367,Hapag_Lloyd,Road,Rotterdam,New_York,Q1,631.8,3.9,0.686,0.116,0.416,3,0.942,0.82,1210.73,0,10,1,8.53
SHP112368,MSC,Rail,Ningbo,Felixstowe,Q1,989.9,4.0,0.581,0.766,0.465,0,0.898,0.78,12280.4,0,7,0,0.0
SHP112369,MSC,Sea,Busan,Vancouver,Q3,14310.3,29.6,0.259,0.598,0.289,1,0.121,0.78,340181.28,1,8,1,1.92
SHP112370,MaerskLine,Sea,Singapore,Mumbai,Q1,18802.7,37.2,0.861,0.245,0.31,0,0.142,0.85,1361.6,0,6,0,0.0
SHP112371,MSC,Sea,Hamburg,Mumbai,Q2,3141.2,8.1,0.202,0.221,0.627,0,0.21,0.78,1236.12,1,11,0,0.0
SHP112372,Hapag_Lloyd,Sea,Shanghai,Sydney,Q1,3735.0,8.6,0.4,0.247,0.115,1,0.232,0.82,4312.61,0,4,0,0.0
SHP112373,Hapag_Lloyd,Road,Los_Angeles,Santos,Q1,1081.6,3.1,0.579,0.27,0.736,1,0.32,0.82,25566.9,0,7,0,0.0
SHP112374,COSCO,Sea,Ningbo,New_York,Q1,11241.0,22.2,0.581,0.116,0.576,0,0.483,0.68,1939.32,0,7,0,0.0
SHP112375,Evergreen,Sea,Rotterdam,Felixstowe,Q1,2770.1,7.4,0.686,0.766,0.556,2,0.877,0.7,3480.46,0,8,1,16.25
SHP112376,MSC,Sea,Antwerp,Vancouver,Q1,11511.2,24.7,0.793,0.52,0.272,2,0.852,0.78,37696.01,0,7,0,0.0
SHP112377,MSC,Sea,Busan,Tokyo,Q2,1848.9,5.4,0.202,0.309,0.98,2,0.723,0.78,8129.5,0,9,0,0.0
SHP112378,CMA_CGM,Air,Busan,Santos,Q4,12817.3,6.0,0.304,0.364,0.87,1,0.202,0.75,22249.7,0,11,0,0.0
SHP112379,MSC,Sea,Shanghai,Mumbai,Q1,13698.3,28.0,0.4,0.245,0.844,2,0.56,0.78,3455.32,0,10,1,15.87
SHP112380,Hapag_Lloyd,Rail,Los_Angeles,Durban,Q2,2631.7,8.0,0.521,0.3,0.902,1,0.202,0.82,219365.76,0,11,0,0.0
SHP112381,CMA_CGM,Air,Hong_Kong,Vancouver,Q2,13887.2,5.3,0.6,0.468,0.076,1,0.934,0.75,257737.35,0,9,0,0.0
SHP112382,MSC,Rail,Singapore,Mumbai,Q2,658.1,5.2,0.775,0.221,0.557,1,0.193,0.78,210457.57,1,8,1,9.92
SHP112383,MaerskLine,Sea,Shanghai,Vancouver,Q1,14752.7,28.0,0.4,0.52,0.084,2,0.46,0.85,238350.99,0,7,0,0.0
SHP112384,MaerskLine,Road,Dubai,Mumbai,Q3,1191.1,4.1,0.168,0.282,0.594,3,0.765,0.85,143825.63,0,6,0,0.0
SHP112385,MaerskLine,Sea,Ningbo,Tokyo,Q1,19416.7,37.5,0.581,0.343,0.178,3,0.175,0.85,17971.21,0,7,0,0.0
SHP112386,MaerskLine,Air,Shanghai,Santos,Q4,6046.7,3.5,0.54,0.364,0.69,0,0.608,0.85,16000.06,0,8,0,0.0
SHP112387,MaerskLine,Sea,Ningbo,Le_Havre,Q1,3684.1,7.9,0.581,0.446,0.201,2,0.471,0.85,41420.21,0,4,1,12.88
SHP112388,MaerskLine,Rail,Busan,Le_Havre,Q4,1806.6,6.6,0.304,0.602,0.823,2,0.573,0.85,54262.37,0,8,0,0.0
SHP112389,ONE_Line,Sea,Hamburg,Vancouver,Q4,8252.6,16.5,0.303,0.702,0.232,2,0.912,0.72,132230.2,0,8,0,0.0
SHP112390,CMA_CGM,Sea,Antwerp,Durban,Q3,953.8,3.9,0.912,0.383,0.714,1,0.084,0.75,1820.86,0,8,0,0.0
SHP112391,Hapag_Lloyd,Sea,Rotterdam,Durban,Q4,14125.9,26.9,0.926,0.45,0.419,0,0.233,0.82,100196.08,0,4,0,0.0
SHP112392,COSCO,Sea,Busan,Tokyo,Q4,9860.3,20.9,0.304,0.464,0.796,1,0.1,0.68,43051.38,0,11,0,0.0
SHP112393,MaerskLine,Sea,Busan,Mumbai,Q1,13924.6,26.9,0.225,0.245,0.612,1,0.624,0.85,52625.93,0,7,0,0.0
SHP112394,Evergreen,Air,Singapore,Long_Beach,Q3,4296.8,2.1,0.99,1.007,0.927,0,0.743,0.7,27800.88,0,5,1,4.11
SHP112395,MSC,Sea,Singapore,Mumbai,Q3,3196.0,8.4,0.99,0.282,0.928,1,0.087,0.78,2394.02,0,11,0,0.0
SHP112396,Hapag_Lloyd,Sea,Rotterdam,Santos,Q4,1790.1,4.6,0.926,0.364,0.084,1,0.814,0.82,91154.43,0,5,0,0.0
SHP112397,Hapag_Lloyd,Road,Busan,Sydney,Q1,393.3,2.3,0.225,0.247,0.99,1,0.527,0.82,28753.45,0,13,0,0.0
SHP112398,Hapag_Lloyd,Sea,Hamburg,Long_Beach,Q4,16578.3,32.1,0.303,1.183,0.89,1,0.874,0.82,4429.78,1,6,1,31.2
SHP112399,Hapag_Lloyd,Road,Hong_Kong,Sydney,Q1,974.0,5.5,0.666,0.247,0.228,0,0.203,0.82,64035.9,0,11,1,8.49
SHP112400,Hapag_Lloyd,Sea,Los_Angeles,Long_Beach,Q4,12128.4,23.9,0.782,1.183,0.867,0,0.607,0.82,6047.34,0,7,1,22.27
SHP112401,ONE_Line,Sea,Busan,Sydney,Q1,5029.9,11.2,0.225,0.247,0.205,1,0.191,0.72,21398.49,0,9,0,0.0
SHP112402,MaerskLine,Road,Singapore,Durban,Q4,2775.5,6.1,1.162,0.45,0.087,0,0.737,0.85,234633.03,0,7,0,0.0
SHP112403,CMA_CGM,Rail,Ningbo,Sydney,Q1,2217.7,5.9,0.581,0.247,0.476,0,0.462,0.75,17395.59,0,6,1,20.95
SHP112404,MSC,Rail,Dubai,Le_Havre,Q1,1597.9,6.4,0.146,0.446,0.497,0,0.931,0.78,7451.56,0,8,0,0.0
SHP112405,Hapag_Lloyd,Sea,Hong_Kong,Tokyo,Q2,6208.0,12.8,0.6,0.309,0.32,3,0.761,0.82,99629.02,0,4,0,0.0
SHP112406,COSCO,Sea,Dubai,Santos,Q2,17423.4,33.1,0.132,0.243,0.304,0,0.236,0.68,41178.21,0,7,0,0.0
SHP112407,CMA_CGM,Sea,Hong_Kong,Tokyo,Q4,13834.1,28.7,0.9,0.464,0.35,1,0.929,0.75,2271.13,0,9,1,13.21
SHP112408,Evergreen,Road,Singapore,Tokyo,Q4,1243.9,6.1,1.162,0.464,0.071,1,0.783,0.7,64870.79,0,10,0,0.0
SHP112409,ONE_Line,Sea,Los_Angeles,Vancouver,Q2,11474.9,22.7,0.521,0.468,0.657,3,0.549,0.72,10554.36,0,7,1,26.31
SHP112410,COSCO,Sea,Rotterdam,Long_Beach,Q3,16452.9,31.2,0.788,1.007,0.399,2,0.993,0.68,255299.76,0,4,1,14.81
SHP112411,Hapag_Lloyd,Sea,Hong_Kong,Mumbai,Q3,16809.0,32.6,0.766,0.282,0.938,2,0.719,0.82,2714.71,0,6,0,0.0
SHP112412,MSC,Sea,Hamburg,New_York,Q4,14292.5,28.3,0.303,0.157,0.943,2,0.842,0.78,107454.63,0,12,0,0.0
SHP112413,CMA_CGM,Sea,Dubai,Mumbai,Q4,14464.8,27.4,0.198,0.331,0.47,1,0.847,0.75,394037.19,0,6,1,10.17
SHP112414,MaerskLine,Road,Dubai,Tokyo,Q2,824.1,5.3,0.132,0.309,0.191,2,0.771,0.85,44486.28,1,8,0,0.0
SHP112415,ONE_Line,Road,Antwerp,Sydney,Q1,989.5,3.7,0.793,0.247,0.104,2,0.386,0.72,291662.85,0,7,0,0.0
SHP112416,ONE_Line,Road,Los_Angeles,Sydney,Q3,2219.8,7.0,0.666,0.284,0.809,0,0.998,0.72,1726.42,0,8,0,0.0
SHP112417,MSC,Sea,Antwerp,Vancouver,Q1,18213.6,34.3,0.793,0.52,0.46,1,0.704,0.78,2927.99,0,7,0,0.0
SHP112418,COSCO,Sea,Antwerp,New_York,Q2,16516.6,33.5,0.714,0.105,0.099,0,0.97,0.68,3028.24,1,9,0,0.0
SHP112419,Hapag_Lloyd,Sea,Hamburg,Le_Havre,Q2,10996.1,21.4,0.202,0.401,0.736,0,0.133,0.82,254538.18,0,9,0,0.0
SHP112420,Evergreen,Road,Los_Angeles,Santos,Q3,1233.9,4.6,0.666,0.31,0.311,1,0.233,0.7,8300.47,0,8,0,0.0
SHP112421,Evergreen,Air,Ningbo,Sydney,Q3,1532.6,2.0,0.668,0.284,0.682,2,0.093,0.7,158378.71,0,8,0,0.0
SHP112422,MaerskLine,Sea,Hamburg,Mumbai,Q1,16690.5,31.5,0.225,0.245,0.079,1,0.026,0.85,122125.84,0,12,0,0.0
SHP112423,MSC,Road,Shanghai,Le_Havre,Q4,610.2,4.6,0.54,0.602,0.436,0,0.987,0.78,1986.74,0,7,1,7.4
SHP112424,MaerskLine,Sea,Antwerp,Long_Beach,Q4,5973.9,14.0,1.07,1.183,0.07,2,0.568,0.85,1688.33,1,8,0,0.0
SHP112425,MaerskLine,Sea,Hong_Kong,Sydney,Q4,9214.7,20.1,0.9,0.333,0.072,1,0.765,0.85,2531.09,0,7,0,0.0
SHP112426,ONE_Line,Road,Los_Angeles,Mumbai,Q4,299.3,3.8,0.782,0.331,0.481,3,0.418,0.72,308586.39,0,4,1,9.34
SHP112427,COSCO,Sea,Antwerp,Durban,Q2,1323.2,6.3,0.714,0.3,0.593,0,0.684,0.68,143438.29,0,14,1,12.84
SHP112428,COSCO,Sea,Rotterdam,Durban,Q2,17094.9,33.5,0.617,0.3,0.663,2,0.232,0.68,1955.39,0,10,0,0.0
SHP112429,CMA_CGM,Road,Busan,Durban,Q1,1546.4,5.2,0.225,0.333,0.713,1,0.006,0.75,1414.26,0,8,0,0.0
SHP112430,CMA_CGM,Sea,Busan,Felixstowe,Q2,18078.2,36.0,0.202,0.689,0.67,1,0.036,0.75,16377.97,0,5,0,0.0
SHP112431,CMA_CGM,Air,Busan,Felixstowe,Q2,17380.3,5.3,0.202,0.689,0.163,1,0.784,0.75,2446.99,0,6,0,0.0
SHP112432,CMA_CGM,Road,Shanghai,Sydney,Q1,111.4,1.6,0.4,0.247,0.314,1,0.282,0.75,1735.55,0,10,0,0.0
SHP112433,Evergreen,Sea,Hamburg,Sydney,Q3,15452.3,31.4,0.259,0.284,0.62,3,0.536,0.7,44522.42,0,7,1,2.79
SHP112434,COSCO,Sea,Singapore,Felixstowe,Q4,6802.7,14.3,1.162,1.034,0.635,0,0.993,0.68,50829.11,0,12,1,61.31
SHP112435,ONE_Line,Rail,Antwerp,Le_Havre,Q3,2750.5,8.8,0.912,0.512,0.658,0,0.311,0.72,9056.21,0,7,0,0.0
SHP112436,COSCO,Sea,Busan,Le_Havre,Q2,12884.0,27.4,0.202,0.401,0.667,0,0.098,0.68,12437.7,0,8,1,12.75
SHP112437,COSCO,Sea,Rotterdam,New_York,Q1,2745.6,7.1,0.686,0.116,0.41,2,0.691,0.68,23505.73,0,7,0,0.0
SHP112438,COSCO,Sea,Singapore,New_York,Q2,6534.1,14.8,0.775,0.105,0.139,2,0.696,0.68,1791.21,0,12,1,6.08
SHP112439,COSCO,Road,Los_Angeles,Durban,Q1,1339.0,6.2,0.579,0.333,0.312,1,0.897,0.68,249668.1,0,10,0,0.0
SHP112440,COSCO,Rail,Hong_Kong,Vancouver,Q3,2920.6,9.7,0.766,0.598,0.212,0,0.399,0.68,19485.51,0,10,0,0.0
SHP112441,MaerskLine,Sea,Hong_Kong,Mumbai,Q2,9546.4,20.6,0.6,0.221,0.454,0,0.137,0.85,15982.78,0,10,0,0.0
